season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
1992,MIN,OL,OT,0,ACT,Scott Adams,Scott,Adams,1966-09-28,77,275,,00-0000066,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yjbhmufjtd7bhwmbe0xv",ADA584320,,32004144-4158-4320-c6af-918649831c94,,,
1992,WAS,OL,G,0,RES,Mark Adickes,Mark,Adickes,1961-04-22,76,278,,00-0000083,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w7ehw8m3v4otr7rniuyr",ADI553722,,32004144-4955-3722-7ced-c702c7ee51f3,,,
1992,SD,WR,WR,0,CUT,Erik Affholter,Erik,Affholter,1966-04-10,72,187,,00-0000090,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ow4ncwkijefeewsriext",AFF287508,,32004146-4628-7508-754c-bb606e47a49a,,,
1992,CHI,OL,OT,0,ACT,Louis Age,Louis,Age,1970-02-01,79,350,,00-0000091,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zmtfiezt3urfpqjqbfno",AGE044017,,32004147-4504-4017-748d-4846913aad68,,,
1992,IND,DL,DE,0,TRC,Mel Agee,Melvin,Agee,1968-11-22,77,290,,00-0000094,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cr5zavujkfeeiugacxyz",AGE264111,,32004147-4526-4111-83a9-b4d4e18d084f,,,
1992,ATL,DL,DE,0,ACT,Mel Agee,Melvin,Agee,1968-11-22,77,290,,00-0000094,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cr5zavujkfeeiugacxyz",AGE264111,,32004147-4526-4111-83a9-b4d4e18d084f,,,
1992,DAL,RB,RB,0,ACT,Tommie Agee,Thomas,Agee,1964-02-22,72,220,,00-0000096,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/la6jp0ftakejeacqrdxw",AGE553722,,32004147-4555-3722-2601-c9c708c6cdae,,,
1992,NE,DL,DE,0,ACT,Ray Agnew,Raymond,Agnew,1967-12-09,75,272,,00-0000097,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bbm1kkik4ekmarc4mbzv",AGN415291,,32004147-4e41-5291-430e-75c93015e018,,,
1992,NYJ,SPEC,P,0,ACT,Louie Aguiar,Louis,Aguiar,1966-06-30,74,200,,00-0000098,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqkgkzrfwttuy0ab8e6f",AGU401791,,32004147-5540-1791-3e41-c35f15fac6e5,,,
1992,DAL,QB,QB,8,ACT,Troy Aikman,Troy,Aikman,1966-11-21,76,220,,00-0000104,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/skagdrvhtf6ywlxwlrou",AIK553722,,32004149-4b55-3722-44ec-125524ad4078,,,
1992,MIA,DB,DB,0,ACT,Bruce Alexander,Bruce,Alexander,1965-09-17,69,170,,00-0000137,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ryjfb2drdg3zkaxjvexg",ALE087428,,3200414c-4508-7428-5e5f-c9f2e5f7026b,,,
1992,PHI,OL,C,0,ACT,David Alexander,David,Alexander,1964-07-28,75,279,,00-0000144,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/edu4dqueshw81vqxk2az",ALE218570,,3200414c-4521-8570-bd50-298f90f4a808,,,
1992,TB,LB,LB,0,ACT,Elijah Alexander,Elijah,Alexander,1970-08-02,74,230,,00-0000147,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uv7v9mxsjduc8ukc3fys",ALE233141,,3200414c-4523-3141-8850-f8f4040dd6e5,,,
