season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
1991,NE,RB,RB,0,CUT,George Adams,George,Adams,1962-12-22,73,225,,00-0000047,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/az7w0uulag2praliusgu",ADA304546,,32004144-4130-4546-1330-206bc14699ee,,,
1991,MIN,OL,OT,0,ACT,Scott Adams,Scott,Adams,1966-09-28,77,275,,00-0000066,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yjbhmufjtd7bhwmbe0xv",ADA584320,,32004144-4158-4320-c6af-918649831c94,,,
1991,WAS,OL,G,0,ACT,Mark Adickes,Mark,Adickes,1961-04-22,76,278,,00-0000083,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w7ehw8m3v4otr7rniuyr",ADI553722,,32004144-4955-3722-7ced-c702c7ee51f3,,,
1991,GB,WR,WR,0,ACT,Erik Affholter,Erik,Affholter,1966-04-10,72,187,,00-0000090,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ow4ncwkijefeewsriext",AFF287508,,32004146-4628-7508-754c-bb606e47a49a,,,
1991,IND,DL,DE,0,ACT,Mel Agee,Melvin,Agee,1968-11-22,77,290,,00-0000094,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cr5zavujkfeeiugacxyz",AGE264111,,32004147-4526-4111-83a9-b4d4e18d084f,,,
1991,DAL,RB,RB,0,ACT,Tommie Agee,Thomas,Agee,1964-02-22,72,220,,00-0000096,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/la6jp0ftakejeacqrdxw",AGE553722,,32004147-4555-3722-2601-c9c708c6cdae,,,
1991,NE,DL,DE,0,ACT,Ray Agnew,Raymond,Agnew,1967-12-09,75,272,,00-0000097,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bbm1kkik4ekmarc4mbzv",AGN415291,,32004147-4e41-5291-430e-75c93015e018,,,
1991,NYJ,SPEC,P,0,ACT,Louie Aguiar,Louis,Aguiar,1966-06-30,74,200,,00-0000098,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqkgkzrfwttuy0ab8e6f",AGU401791,,32004147-5540-1791-3e41-c35f15fac6e5,,,
1991,DAL,QB,QB,8,ACT,Troy Aikman,Troy,Aikman,1966-11-21,76,220,,00-0000104,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/skagdrvhtf6ywlxwlrou",AIK553722,,32004149-4b55-3722-44ec-125524ad4078,,,
1991,DAL,DB,DB,0,RES,Vince Albritton,Vince,Albritton,1962-07-23,74,205,,00-0000123,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g6nr4dntwoqmiaxmzjpp",ALB761365,,3200414c-4276-1365-64b0-e529b164763c,,,
1991,DET,DB,DB,0,ACT,Bruce Alexander,Bruce,Alexander,1965-09-17,69,170,,00-0000137,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ryjfb2drdg3zkaxjvexg",ALE087428,,3200414c-4508-7428-5e5f-c9f2e5f7026b,,,
1991,PHI,OL,C,0,ACT,David Alexander,David,Alexander,1964-07-28,75,279,,00-0000144,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/edu4dqueshw81vqxk2az",ALE218570,,3200414c-4521-8570-bd50-298f90f4a808,,,
1991,NYG,SPEC,K,0,TRC,Raul Allegre,Raul,Allegre,1959-06-15,69,165,,00-0000179,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tju3yges90ubourcleuo",ALL038630,,3200414c-4c03-8630-71a2-3875071b0f3e,,,
1991,NYJ,SPEC,K,0,ACT,Raul Allegre,Raul,Allegre,1959-06-15,69,165,,00-0000179,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tju3yges90ubourcleuo",ALL038630,,3200414c-4c03-8630-71a2-3875071b0f3e,,,
1991,PHI,DB,CB,0,ACT,Eric Allen,Eric,Allen,1965-11-22,70,181,,00-0000204,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oqz1nvdgdybojfpjpsrf",ALL270410,,3200414c-4c27-0410-2fbb-56a9caa3060e,,,
1991,RAI,RB,RB,0,ACT,Marcus Allen,Marcus,Allen,1960-03-26,74,205,,00-0000220,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wy664ewj5sglsncnjakr",ALL598765,,3200414c-4c59-8765-9d33-196f8c26460c,,,
1991,NE,RB,RB,0,ACT,Marvin Allen,Marvin,Allen,1965-11-23,70,215,,00-0000226,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zbazysfacef6lbqh9ove",ALL618080,,3200414c-4c61-8080-cddb-5207f27b028f,,,
1991,MIN,RB,RB,0,ACT,Terry Allen,Terry,Allen,1968-02-21,71,210,,00-0000232,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w0seugiirpz4gikftv38",ALL647052,,3200414c-4c64-7052-fe79-2e294d897a78,,,
1991,HOU,DL,DT,0,ACT,Jeff Alm,Jeffrey,Alm,1968-03-31,78,273,,00-0000243,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a26c1hoczj3btwuk70or",ALM276861,,3200414c-4d27-6861-baa8-e6d657f27e80,,,
1991,NO,WR,WR,0,CUT,Gerald Alphin,Gerald,Alphin,1964-05-21,75,220,,00-0000245,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cajmwrh1omnusk57hxul",ALP415291,,3200414c-5041-5291-411b-7da137d51c87,,,
1991,KC,OL,OT,0,ACT,John Alt,John,Alt,1962-05-30,80,285,,00-0000252,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qmumhvwglh2mfnbvv4ax",ALT276861,,3200414c-5427-6861-29b6-c67d96e9eb3d,,,
1991,KC,RB,RB,38,RES,Kimble Anders,Kimble,Anders,1966-09-10,71,219,,00-0000279,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tekunhsdrndofvfxesco",AND015193,,3200414e-4401-5193-8ae5-7503312c1a09,,,
1991,NO,SPEC,K,0,ACT,Morten Andersen,Morten,Andersen,1960-08-19,74,190,,00-0000282,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nk87h6cjuij14iofd5ix",AND020258,,3200414e-4402-0258-af5e-f904d4733d82,,,
1991,MIN,RB,RB,0,ACT,Alfred Anderson,Alfred,Anderson,1961-08-04,73,214,,00-0000284,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvdjbauj5b86kyzcvgc",AND040516,,3200414e-4404-0516-98da-db32e7261c6c,,,
1991,RAI,DB,FS,0,ACT,Eddie Anderson,Eddie,Anderson,1963-07-22,73,191,,00-0000305,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/taowb92byxcvxqsp0jpp",AND212709,,3200414e-4421-2709-d3bc-36dfacabaa74,,,
