season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2020,IND,K,K,4,UFA,Adam Vinatieri,Adam,Vinatieri,1972-12-28,72,212,South Dakota State,00-0016919,1097,9ecf8040-10f9-4a5c-92da-1b4d77bd6760,3727,395,226,,3258,120,24,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/imfj1hl4kob4jof8hcwa",,1,REG,,Adam,VIN196019,21213,32005649-4e19-6019-e626-0b58f9aa81e1,1996,1996,,
2020,TB,QB,QB,12,ACT,Tom Brady,Tom,Brady,1977-08-03,76,225,Michigan,00-0019596,2330,41c44740-d0f6-44ab-8347-3b5d515e5ecf,5228,1350,698,BradTo00,4314,167,20,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sfehmfwtg9i5gdcpqzgf",QB,21,SB,A01,Tom,BRA371156,25511,32004252-4137-1156-7ed0-8b9e44948f13,2000,2000,NE,199
2020,NO,QB,QB,9,ACT,Drew Brees,Drew,Brees,1979-01-15,72,209,Purdue,00-0020531,2580,bb5957e6-ce7d-47ab-8036-22191ffc1c44,5479,2178,802,BreeDr00,7242,289,19,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",QB,19,DIV,A01,Drew,BRE229498,26250,32004252-4522-9498-de45-55dc89e02748,2001,2001,SD,32
2020,HOU,QB,QB,3,INA,Josh McCown,Joshua,McCown,1979-07-04,76,218,Sam Houston State,00-0021206,3609,a261fd0a-b096-4db7-bd51-2f13bde485da,5967,2513,1085,McCoJo01,5282,208,18,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qcauc37wqjdaxdbq1evu",,17,REG,A01,Josh,MCC600777,27213,32004d43-4360-0777-1931-84279757cab3,2002,2002,ARI,81
2020,LV,TE,TE,82,ACT,Jason Witten,Christopher,Witten,1982-05-06,78,263,Tennessee,00-0022127,4527,e38c9b1b-7c51-48a2-ac1d-a752502e8930,6405,3086,1384,WittJa00,722,23,17,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bzcmldvnmjcftyagknmz",TE,17,REG,A01,Jason,WIT559021,28103,32005749-5455-9021-9f23-668d83c1b782,2003,2003,DAL,69
2020,KC,LB,OLB,94,UFA,Terrell Suggs,Terrell,Suggs,1982-10-11,75,265,Arizona State,00-0022161,4468,acc3b2c7-d229-41c6-bee6-0cc0c5c0cf29,6346,3001,1326,SuggTe99,7383,296,17,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s8bqh2tllr3pyz03fvrx",,1,REG,,Terrell,SUG467201,28046,32005355-4746-7201-659e-cd4b7a972eea,2003,2003,BAL,
2020,DET,LS,LS,48,ACT,Don Muhlbach,Don,Muhlbach,1981-08-17,76,258,Texas A&amp;M,00-0022455,8362,046a6f57-6927-4f46-9c0b-67b762f2e42b,7120,6405,2130,,6300,252,16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pdeodqdxam1ghlqyenen",,17,REG,A01,Don,MUH609435,29468,32004d55-4860-9435-338f-60be6acf91b3,2004,2004,,
2020,PHI,OL,T,71,RES,Jason Peters,Jason,Peters,1982-01-22,76,328,Arkansas,00-0022531,6012,46aab8e6-3ca9-4213-a6cb-87db90786f6b,7122,3874,2148,,8920,412,16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ma7bkdymewzelolhydoc",,17,REG,R01,Jason,PET150539,29550,32005045-5415-0539-96c0-31361312950f,2004,2004,,
2020,ATL,QB,QB,8,ACT,Matt Schaub,Matt,Schaub,1981-06-25,78,245,Virginia,00-0022787,5615,1f09583f-dcc1-43e8-a7fc-f063d2c96508,6849,3793,1811,SchaMa00,4633,178,16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wz1ou270sshrsayhpgre",,17,REG,A01,Matt,SCH085186,29043,32005343-4808-5186-46c6-b9a31e4f91f7,2004,2004,ATL,90
2020,ARI,P,P,4,ACT,Andy Lee,Andy,Lee,1982-08-11,73,185,Pittsburgh,00-0022824,5713,edaad8e3-62cd-4715-b225-0010ee9825a0,6947,4044,1906,LeexAn20,3100,112,16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s9ropmjy2ycijbridlfm",,17,REG,A01,Andy,LEE008195,29141,32004c45-4500-8195-3f84-7c9db88c8928,2004,2004,SF,188
2020,ARI,WR,WR,11,INA,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,75,218,Pittsburgh,00-0022921,5528,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,6762,3730,1724,FitzLa00,5571,223,16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",,17,REG,A01,Larry,FIT437493,28955,32004649-5443-7493-c0df-1747b7d5c143,2004,2004,ARI,3
2020,PIT,QB,QB,7,ACT,Ben Roethlisberger,Ben,Roethlisberger,1982-03-02,77,240,"Miami, O.",00-0022924,5536,ea357add-1a41-4a8b-8f34-bbfade7f4d98,6770,3764,1732,RoetBe00,3807,138,16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/myft4pwoxwrxbeh1exyy",QB,18,WC,A01,Ben,ROE750381,28963,3200524f-4575-0381-afea-aa103cf4a1e3,2004,2004,PIT,11
