season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2004,NE,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,235,,00-0000007,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,21,SB,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2004,NYJ,CB,,29,ACT,Donnie Abraham,Nathaniel,Abraham,1973-10-08,70,192,,00-0000017,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kfyq9ztqmw3snrsqogv5",,19,DIV,A01,Donnie,ABR073258,,32004142-5207-3258-ebd3-814f82d39c58,1996,1996,TB,71
2004,DAL,T,,76,ACT,Flozell Adams,Flozell,Adams,1975-05-18,79,343,,00-0000045,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvzbhead7hjhqpcbilgc",,17,REG,A01,Flozell,ADA280969,,32004144-4128-0969-9390-de3ae33872eb,1998,1998,DAL,38
2004,BUF,DT,,95,ACT,Sam Adams,Sam,Adams,1973-06-13,76,335,,00-0000065,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pqwbc18lkp6evgok8768",,17,REG,A01,Sam,ADA571656,,32004144-4157-1656-c9b5-9681a9711d63,1994,1994,SEA,8
2004,TB,DE,,95,ACT,Chidi Ahanotu,Chidi,Ahanotu,1970-10-11,74,285,,00-0000100,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/thwne3sb40hjqqzt4zb6",,17,REG,A01,Chidi,AHA444955,,32004148-4144-4955-af48-b12bdd5df580,1993,1993,TB,145
2004,MIA,DE,,75,ACT,Chidi Ahanotu,Chidi,Ahanotu,1970-10-11,74,285,,00-0000100,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/thwne3sb40hjqqzt4zb6",,5,REG,A01,Chidi,AHA444955,,32004148-4144-4955-af48-b12bdd5df580,1993,1993,TB,145
2004,PHI,K,,2,ACT,David Akers,David,Akers,1974-12-09,70,200,,00-0000108,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/emsxaumip79uaj7bq8jd",,21,SB,A01,David,AKE551610,,3200414b-4555-1610-e0e6-a72c82e419e7,1997,1997,,
2004,WAS,C,,71,ACT,Ethan Albright,Lawrence,Albright,1971-05-01,77,265,,00-0000121,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lip7eu79zah64gpusebf",,17,REG,A01,Ethan,ALB637766,,3200414c-4263-7766-3ff2-577dbeb62e1c,1994,1994,,
2004,NYG,FS,,0,ACT,Brent Alexander,Ronald,Alexander,1971-07-10,71,200,,00-0000136,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sgkwt2povfpzrplzya5j",,17,REG,A01,Brent,ALE082928,,3200414c-4508-2928-109e-95e453eee0a5,1994,1994,,
2004,DET,TE,,86,ACT,Stephen Alexander,Stephen,Alexander,1975-11-07,76,250,,00-0000166,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wrje2v8zbq12dnsmygu6",,17,REG,A01,Stephen,ALE622924,,3200414c-4562-2924-6d5f-9e076172d6cc,1998,1998,WAS,48
2004,DAL,G,,73,ACT,Larry Allen,Larry,Allen,1971-11-27,75,325,,00-0000217,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o51021fppnwxvlql9jly",,17,REG,A01,Larry,ALL550477,,3200414c-4c55-0477-1895-f6e8a902378c,1994,1994,DAL,46
2004,TB,FB,,40,ACT,Mike Alstott,Mike,Alstott,1973-12-21,73,248,,00-0000251,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/loxctvxuynoipeaduqsc",,17,REG,A01,Mike,ALS635685,,3200414c-5363-5685-9704-40e67186e91f,1996,1996,TB,35
2004,NO,CB,,33,RES,Ashley Ambrose,Ashley,Ambrose,1970-09-17,71,195,,00-0000261,,,,,,,,,12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hqodozwzdkzcq0tgciic",,13,REG,A01,Ashley,AMB266360,,3200414d-4226-6360-2f78-64b66a144f6d,1992,1992,IND,29
2004,MIN,K,,7,ACT,Morten Andersen,Morten,Andersen,1960-08-19,74,225,,00-0000282,,,,,,,,,22,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nk87h6cjuij14iofd5ix",,19,DIV,A01,Morten,AND020258,,3200414e-4402-0258-af5e-f904d4733d82,1982,1982,NO,86
2004,TEN,K,,1,ACT,Gary Anderson,Gary,Anderson,1959-07-16,71,193,,00-0000313,,,,,,,,,22,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fofzz3dwrg1vr2drmoak",,17,REG,A01,Gary,AND273108,,3200414e-4427-3108-1809-a396fee76085,1982,1982,BUF,171
2004,DAL,FB,,20,RES,Richie Anderson,Richie,Anderson,1971-09-13,74,215,,00-0000339,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t05nqplwwgzsyysjmswf",,16,REG,A01,Richie,AND421668,,3200414e-4442-1668-92c2-aa673041a926,1993,1993,NYJ,144
2004,CIN,T,,71,ACT,Willie Anderson,Willie,Anderson,1975-07-11,77,340,,00-0000352,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zgfskojfejbtmvqndvcb",,17,REG,A01,Willie,AND603240,,3200414e-4460-3240-86ae-cd3b353113cd,1996,1996,CIN,10
2004,NE,G,,63,ACT,Joe Andruzzi,Joseph,Andruzzi,1975-08-23,75,312,,00-0000374,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/me9skfongiitajxljn6j",,21,SB,A01,Joe,AND825516,,3200414e-4482-5516-785d-8c64197bb3d7,1997,1997,,
2004,MIA,OLB,,50,ACT,Brendon Ayanbadejo,Brendon,Ayanbadejo,1976-09-06,73,230,,00-0000551,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xyeqlkvkt7b5ygv8lrwn",,17,REG,A01,Brendon,AYA436705,,32004159-4143-6705-e019-7daf37d2f1af,1999,1999,,
2004,ARZ,FB,,30,ACT,Obafemi Ayanbadejo,Obafemi,Ayanbadejo,1975-03-05,74,231,,00-0000552,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/syqp6rncknmzkbtm3ozk",,17,REG,A01,Obafemi,AYA444955,,32004159-4144-4955-6129-6c136d9bf2d7,1997,1997,,
2004,CHI,CB,,23,ACT,Jerry Azumah,Jerry,Azumah,1977-09-01,70,192,,00-0000559,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oif1hg0bokmjc5hf4ote",,17,REG,A01,Jerry,AZU415291,,3200415a-5541-5291-7eae-48fc9baebe36,1999,1999,CHI,147
2004,OAK,G,,70,ACT,Brad Badger,Brad,Badger,1975-01-11,76,320,,00-0000576,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/babh1oqhyb91qvquddzz",,17,REG,A01,Brad,BAD650964,,32004241-4465-0964-c1c3-08a1f705af41,1997,1997,WAS,162
2004,DEN,CB,,24,ACT,Champ Bailey,Roland,Bailey,1978-06-22,72,192,,00-0000585,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nxtpe8xo54kxbkyabih6",,18,WC,A01,Champ,BAI582194,,32004241-4958-2194-25da-8624608fa14d,1999,1999,WAS,7
