season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
1976,NYJ,K,K,0,ACT,Pat Leahy,Patrick,Leahy,1951-03-19,72,189,,00-0009716,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jfnzyh66eospcquio1nq",LEA363377,,32004c45-4136-3377-2de6-ed68209b7976,,,
1976,LA,OL,OT,0,ACT,Jackie Slater,Jackie,Slater,1954-05-27,76,280,,00-0015035,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m92iuko3ddgrhcwhnldy",SLA363377,,3200534c-4136-3377-13fe-7f321cb0819c,,,
1976,ATL,DB,S,0,ACT,Ray Brown,Raymond,Brown,1949-01-12,73,208,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lhlndotiniyznrljxeda",,,,,,
1976,ATL,DB,DB,0,ACT,Rick Byas,Richard,Byas,1950-10-19,69,180,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zcdunzk6lfdyvv1excpr",,,,,,
1976,ATL,DB,FS,0,ACT,Ray Easterling,Charles,Easterling,1949-09-03,72,195,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xed88upylnjyysivahc4",,,,,,
1976,ATL,DB,DB,0,ACT,Bob Jones,Robert,Jones,1951-02-10,73,194,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ixwunrx5ouxnvdefecbt",,,,,,
1976,ATL,DB,CB,0,ACT,Rolland Lawrence,Rolland,Lawrence,1951-03-24,70,179,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j0xnfzbf0paqvoouoexp",,,,,,
1976,ATL,DB,DB,0,ACT,Ron Mabra,Ronald,Mabra,1951-06-04,70,164,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j0lwmdkw21uiyl9lbpdk",,,,,,
1976,ATL,DB,CB,0,ACT,Frank Reed,Frank,Reed,1954-05-13,71,193,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ohagwwobdwsmeuikukor",,,,,,
1976,ATL,DL,DT,0,ACT,Jim Bailey,James,Bailey,1948-06-09,76,245,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/szmq51rfe90yfdefmt2g",,,,,,
1976,ATL,DL,DT,0,ACT,Ron East,Ronald,East,1943-08-26,76,250,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m5iydlpeudw6t0zwcus4",,,,,,
1976,ATL,DL,DT,0,ACT,Steve George,Stephen,George,1951-04-11,77,265,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hlhr1ghah4pqbjptlqha",,,,,,
1976,ATL,DL,DE,0,ACT,Claude Humphrey,Claude,Humphrey,1944-06-29,76,252,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aua8wjgrmqalkqwvupeb",,,,,,
1976,ATL,DL,DT,0,ACT,Mike Lewis,Michael,Lewis,1949-07-14,76,261,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ynl9hq4ynij1nmgxg3u9",,,,,,
1976,ATL,DL,DT,0,ACT,Greg Marderian,Gregory,Marderian,1952-01-15,76,250,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/awv8w8ktvxn8nbrd3src",,,,,,
1976,ATL,DL,DE,0,ACT,Jeff Merrow,Jeffrey,Merrow,1953-07-12,76,245,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iltwggoplio3akat0rty",,,,,,
1976,ATL,DL,DE,0,TRC,Wally Pesuit,Walter,Pesuit,1954-03-04,76,245,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hwnbuvivchdebydz8tgt",,,,,,
1976,ATL,DL,DT,0,ACT,Mike Tilleman,Michael,Tilleman,1944-03-30,79,272,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z838kbxuzyfkbzcfqqx6",,,,,,
1976,ATL,DL,DT,0,ACT,Bill Windauer,William,Windauer,1949-11-22,76,250,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bp6plccykgxkm3aj9cao",,,,,,
1976,ATL,DL,DE,0,ACT,Jeff Yeates,Jeffrey,Yeates,1951-08-03,75,248,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cmlfisdfncrvyrl70iwt",,,,,,
1976,ATL,K,K,0,ACT,Nick Mike-Mayer,Nicholas,Mike-Mayer,1950-03-01,68,186,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w4dxdw01xuodwbnqyhnz",,,,,,
1976,ATL,LB,OLB,0,ACT,Greg Brezina,Gregory,Brezina,1946-01-07,72,226,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kzx3egf0gxinh8u52yra",,,,,,
1976,ATL,LB,LB,0,ACT,Jim Cope,James,Cope,1953-06-23,73,235,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fg8ozclkiahhvuxr8yzc",,,,,,
1976,ATL,LB,OLB,0,ACT,Fulton Kuykendall,Fulton,Kuykendall,1953-06-10,76,210,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fjagee0vfo4kszzsk3sb",,,,,,
