season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
1986,KC,OL,G,0,ACT,Mark Adickes,Mark,Adickes,1961-04-22,76,278,,00-0000083,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w7ehw8m3v4otr7rniuyr",ADI553722,,32004144-4955-3722-7ced-c702c7ee51f3,,,
1986,DAL,DB,DB,36,ACT,Vince Albritton,Vince,Albritton,1962-07-23,74,205,,00-0000123,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g6nr4dntwoqmiaxmzjpp",ALB761365,,3200414c-4276-1365-64b0-e529b164763c,,,
1986,NYG,SPEC,K,0,ACT,Raul Allegre,Raul,Allegre,1959-06-15,69,165,,00-0000179,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tju3yges90ubourcleuo",ALL038630,,3200414c-4c03-8630-71a2-3875071b0f3e,,,
1986,RAI,RB,RB,0,ACT,Marcus Allen,Marcus,Allen,1960-03-26,74,205,,00-0000220,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wy664ewj5sglsncnjakr",ALL598765,,3200414c-4c59-8765-9d33-196f8c26460c,,,
1986,KC,OL,OT,0,ACT,John Alt,John,Alt,1962-05-30,80,285,,00-0000252,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qmumhvwglh2mfnbvv4ax",ALT276861,,3200414c-5427-6861-29b6-c67d96e9eb3d,,,
1986,NO,SPEC,K,0,ACT,Morten Andersen,Morten,Andersen,1960-08-19,74,190,,00-0000282,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nk87h6cjuij14iofd5ix",AND020258,,3200414e-4402-0258-af5e-f904d4733d82,,,
1986,MIN,RB,RB,46,ACT,Alfred Anderson,Alfred,Anderson,1961-08-04,73,214,,00-0000284,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvdjbauj5b86kyzcvgc",AND040516,,3200414e-4404-0516-98da-db32e7261c6c,,,
1986,SEA,DB,DB,0,ACT,Eddie Anderson,Eddie,Anderson,1963-07-22,73,191,,00-0000305,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/taowb92byxcvxqsp0jpp",AND212709,,3200414e-4421-2709-d3bc-36dfacabaa74,,,
1986,SD,RB,RB,0,ACT,Gary Anderson,Gary,Anderson,1961-04-18,72,180,,00-0000311,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/emszawiplqkjhy0rwgmi",AND278547,,3200414e-4427-8547-d9e6-92438f447234,,,
1986,PIT,SPEC,K,0,ACT,Gary Anderson,Gary,Anderson,1959-07-16,71,156,,00-0000313,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fofzz3dwrg1vr2drmoak",AND273108,,3200414e-4427-3108-1809-a396fee76085,,,
1986,CHI,RB,RB,0,ACT,Neal Anderson,Charles,Anderson,1964-08-14,71,210,,00-0000334,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mhldnge8bkykicj40ypz",AND131677,,3200414e-4413-1677-c41d-af0ba0435f08,,,
