season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2021,TB,QB,QB,12,ACT,Tom Brady,Tom,Brady,1977-08-03,76,225,Michigan,00-0019596,2330,41c44740-d0f6-44ab-8347-3b5d515e5ecf,5228,1350,698,BradTo00,4314,167,21,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",QB,20,DIV,A01,Tom,BRA371156,25511,32004252-4137-1156-7ed0-8b9e44948f13,2000,2000,NE,199
2021,NO,QB,QB,9,RET,Drew Brees,Drew,Brees,1979-01-15,72,209,Purdue,00-0020531,2580,bb5957e6-ce7d-47ab-8036-22191ffc1c44,5479,2178,802,BreeDr00,7242,289,20,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",,18,REG,R02,Drew,BRE229498,26250,32004252-4522-9498-de45-55dc89e02748,2001,2001,SD,32
2021,CHI,OL,T,71,ACT,Jason Peters,Jason,Peters,1982-01-22,76,328,Arkansas,00-0022531,6012,46aab8e6-3ca9-4213-a6cb-87db90786f6b,7122,3874,2148,,8920,412,17,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ma7bkdymewzelolhydoc",T,18,REG,A01,Jason,PET150539,29550,32005045-5415-0539-96c0-31361312950f,2004,2004,,
2021,ARI,P,P,14,ACT,Andy Lee,Andy,Lee,1982-08-11,73,185,Pittsburgh,00-0022824,5713,edaad8e3-62cd-4715-b225-0010ee9825a0,6947,4044,1906,LeexAn20,3100,112,17,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tlzghdps4wmxukbapq6o",,19,WC,A01,Andy,LEE008195,29141,32004c45-4500-8195-3f84-7c9db88c8928,2004,2004,SF,188
2021,PIT,QB,QB,7,ACT,Ben Roethlisberger,Ben,Roethlisberger,1982-03-02,77,240,"Miami, O.",00-0022924,5536,ea357add-1a41-4a8b-8f34-bbfade7f4d98,6770,3764,1732,RoetBe00,3807,138,17,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",QB,19,WC,A01,Ben,ROE750381,28963,3200524f-4575-0381-afea-aa103cf4a1e3,2004,2004,PIT,11
2021,SF,K,K,9,ACT,Robbie Gould,Robbie,Gould,1982-12-06,72,190,Penn State,00-0023252,9354,abd73d50-ce60-47f1-b37f-2f9a05b0d7b9,7520,4686,2607,,1410,49,16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dvi2xjlpi0i3btue4etc",,21,CON,A01,Robbie,GOU258729,30403,3200474f-5525-8729-db48-d9e3a46235a3,2005,2005,,
2021,GB,QB,QB,12,ACT,Aaron Rodgers,Aaron,Rodgers,1983-12-02,74,225,California,00-0023459,8439,0ce48193-e2fa-466e-a986-33f751add206,7200,4307,2241,RodgAa00,2593,96,16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hh8azxeqpydxofvo0suc",QB,20,DIV,A01,Aaron,ROD339293,29851,3200524f-4433-9293-a3cf-ad7758d03003,2005,2005,GB,24
2021,LV,OL,G,64,RES,Richie Incognito,Richie,Incognito,1983-07-05,75,325,Nebraska,00-0023516,,,,,,,,,16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dp4mjqbrnzbjgymabe0a",,19,WC,R01,Richie,INC474619,29908,3200494e-4347-4619-781a-310957730fe1,2005,2005,STL,81
2021,CLE,P,P,2,ACT,Dustin Colquitt,Dustin,Colquitt,1982-05-06,75,210,Tennessee,00-0023534,8513,cdf8908a-7092-4054-a49c-a9884211aaa1,7275,4442,2316,ColqDu20,8243,330,16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v1aymd6o0vpg73ytxzhu",,18,REG,A01,Dustin,COL759300,29926,3200434f-4c75-9300-56a9-5740a2cedb3f,2005,2005,KC,99
2021,WAS,QB,QB,14,RES,Ryan Fitzpatrick,Ryan,Fitzpatrick,1982-11-24,74,228,Harvard,00-0023682,8664,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,7426,4385,2467,FitzRy00,8283,333,16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkhhxwplsawnhln9rsun",,18,REG,R01,Ryan,FIT792915,30078,32004649-5479-2915-c998-f50119c2fdd4,2005,2005,STL,250
