season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
2000,IND,RB,RB,34,CUT,Abdul-Karim al-Jabbar,Abdul-Karim,al-Jabbar,1974-06-28,71,205,,00-0000003,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rtnc0qkvhmkcwwueac0o",ALJ059326,,3200414c-4a05-9326-21be-1f70bcd6190f,,,
2000,TB,RB,RB,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,73,227,,00-0000007,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,,,
2000,CLE,LB,OLB,53,ACT,Rahim Abdullah,Rahim,Abdullah,1976-03-22,77,233,,00-0000008,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cybn2rgg19bvq5gnmqlz",ABD683351,,32004142-4468-3351-1adf-75b6d3d47e03,,,
2000,TB,DB,CB,21,ACT,Donnie Abraham,Nathaniel,Abraham,1973-10-08,70,192,,00-0000017,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kfyq9ztqmw3snrsqogv5",ABR073258,,32004142-5207-3258-ebd3-814f82d39c58,,,
2000,DET,DB,CB,24,RES,Kevin Abrams,Kevin,Abrams,1974-02-28,68,170,,00-0000025,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nybaeprxjxlemhqfygxd",ABR397056,,32004142-5239-7056-a5a6-5c6acab130b7,,,
2000,NO,OL,G,69,ACT,Tom Ackerman,Thomas,Ackerman,1972-09-06,75,296,,00-0000032,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s7tpjn4fly0ulwp8mx5l",ACK425040,,32004143-4b42-5040-5e4c-ffc2696ade34,,,
2000,DAL,OL,OT,76,ACT,Flozell Adams,Flozell,Adams,1975-05-18,79,335,,00-0000045,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvzbhead7hjhqpcbilgc",ADA280969,,32004144-4128-0969-9390-de3ae33872eb,,,
2000,BAL,DL,DT,95,ACT,Sam Adams,Samuel,Adams,1973-06-13,75,330,,00-0000065,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pqwbc18lkp6evgok8768",ADA571656,,32004144-4157-1656-c9b5-9681a9711d63,,,
2000,STL,DL,DT,99,ACT,Ray Agnew,Raymond,Agnew,1967-12-09,75,285,,00-0000097,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bbm1kkik4ekmarc4mbzv",AGN415291,,32004147-4e41-5291-430e-75c93015e018,,,
2000,CHI,SPEC,P,10,ACT,Louie Aguiar,Louis,Aguiar,1966-06-30,74,220,,00-0000098,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqkgkzrfwttuy0ab8e6f",AGU401791,,32004147-5540-1791-3e41-c35f15fac6e5,,,
2000,TB,DL,DE,72,ACT,Chidi Ahanotu,Chidi,Ahanotu,1970-10-11,74,285,,00-0000100,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/thwne3sb40hjqqzt4zb6",AHA444955,,32004148-4144-4955-af48-b12bdd5df580,,,
2000,DAL,QB,QB,8,ACT,Troy Aikman,Troy,Aikman,1966-11-21,76,220,,00-0000104,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/skagdrvhtf6ywlxwlrou",AIK553722,,32004149-4b55-3722-44ec-125524ad4078,,,
2000,PHI,SPEC,K,2,ACT,David Akers,David,Akers,1974-12-09,70,200,,00-0000108,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/emsxaumip79uaj7bq8jd",AKE551610,,3200414b-4555-1610-e0e6-a72c82e419e7,,,
2000,GB,DB,SAF,31,ACT,Chris Akins,Christopher,Akins,1976-11-29,71,195,,00-0000112,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcifgxovvzwquadiwpfl",AKI494748,,3200414b-4949-4748-fbb5-c27cf4001916,,,
2000,DAL,DB,SAF,29,TRD,Chris Akins,Christopher,Akins,1976-11-29,71,195,,00-0000112,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcifgxovvzwquadiwpfl",AKI494748,,3200414b-4949-4748-fbb5-c27cf4001916,,,
2000,BUF,OL,OT,76,ACT,Ethan Albright,Lawrence,Albright,1971-05-01,77,278,,00-0000121,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lip7eu79zah64gpusebf",ALB637766,,3200414c-4263-7766-3ff2-577dbeb62e1c,,,
2000,DET,LB,OLB,55,ACT,Allen Aldridge,Allen,Aldridge,1972-05-30,73,254,,00-0000129,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kjcyugvjpsg5ibggtf8p",ALD410038,,3200414c-4441-0038-7402-f94793534c4f,,,
2000,PIT,DB,FS,27,ACT,Brent Alexander,Brent,Alexander,1971-07-10,71,196,,00-0000136,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sgkwt2povfpzrplzya5j",ALE082928,,3200414c-4508-2928-109e-95e453eee0a5,,,
2000,KC,WR,WR,82,ACT,Derrick Alexander,Derrick,Alexander,1971-11-06,74,200,,00-0000145,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kghksofxi1gzyke5cexb",ALE225855,,3200414c-4522-5855-9980-3975fad013b4,,,
