season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
1968,ATL,DB,SAF,0,ACT,Jimmy Burson,James,Burson,1940-10-13,72,175,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eevyxebr1ghgffyqwwkh",,,,,,
1968,ATL,DB,CB,0,ACT,Lee Calland,Arthur,Calland,1941-09-14,72,190,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/peusb8scczqtsvjmwbkr",,,,,,
1968,ATL,DB,DB,0,ACT,Olie Cordill,Olie,Cordill,1943-06-20,75,185,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/atcypalbpgiwppn7gz3f",,,,,,
1968,ATL,DB,DB,0,ACT,Mike Freeman,Frank,Freeman,1944-09-13,71,179,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zhczje30dpfmof3dnn6y",,,,,,
1968,ATL,DB,DB,0,ACT,Floyd Hudlow,Floyd,Hudlow,1943-11-09,71,195,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cysyhzfecgl57suww0w2",,,,,,
1968,ATL,DB,SAF,0,ACT,Billy Lothridge,Billy,Lothridge,1942-01-01,74,194,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/enm26dmp863iz6mozcey",,,,,,
1968,ATL,DB,SAF,0,ACT,Nick Rassas,Nicholas,Rassas,1944-01-13,72,190,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xnh2sqt2xjg0mma0xcuv",,,,,,
1968,ATL,DB,CB,0,ACT,Ken Reaves,Kenneth,Reaves,1944-10-29,75,210,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ohhodoxehgijbynw8fue",,,,,,
1968,ATL,DB,SAF,0,TRL,Phil Spiller,Philip,Spiller,1945-04-02,72,195,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rjhwb40jmtn94zdedutl",,,,,,
1968,ATL,DB,DB,0,ACT,Larry Suchy,Larry,Suchy,1946-07-12,70,180,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gfipafn1vkumk9v7ro7s",,,,,,
1968,ATL,DL,DE,0,ACT,Rick Cash,Richard,Cash,1945-07-01,77,248,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a68mif6eorzqy3xd0zyk",,,,,,
1968,ATL,DL,DT,0,ACT,Carlton Dabney,Carlton,Dabney,1947-01-26,77,259,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h66ouxnwrokxjuxbqby5",,,,,,
1968,ATL,DL,DE,0,ACT,Jim Garcia,James,Garcia,1944-03-07,76,250,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fr66a8jpxzr5rof9lqft",,,,,,
1968,ATL,DL,DE,0,ACT,Claude Humphrey,Claude,Humphrey,1944-06-29,76,252,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aua8wjgrmqalkqwvupeb",,,,,,
1968,ATL,DL,DT,0,TRC,Jim Norton,James,Norton,1942-11-18,76,254,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lakpci8ueryvnlgifg4q",,,,,,
1968,ATL,DL,DE,0,ACT,Jerry Shay,Jerome,Shay,1944-07-10,75,250,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qzb1l63ijcp3jgcr0k4z",,,,,,
1968,ATL,DL,DT,0,ACT,Art Strahan,Arthur,Strahan,1943-07-17,77,250,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jimka2ksigbvomllbcyo",,,,,,
1968,ATL,DL,DT,0,ACT,Joe Szczecko,Joseph,Szczecko,1942-08-25,72,245,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ahw8cujsag5rlckc6qed",,,,,,
1968,ATL,K,K,0,ACT,Bob Etter,Robert,Etter,1945-08-08,71,157,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/npd9unerrgi3ygihffrq",,,,,,
1968,ATL,LB,LB,0,ACT,Dick Absher,Richard,Absher,1944-04-19,76,230,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fs1mju0l9cqz2izrcdmb",,,,,,
1968,ATL,LB,LB,0,ACT,Ron Acks,Ronald,Acks,1944-10-03,74,214,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y7qopudedhg5rm3nq3kn",,,,,,
