season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
1973,ATL,DB,SAF,0,ACT,Ray Brown,Raymond,Brown,1949-01-12,73,208,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lhlndotiniyznrljxeda",,,,,,
1973,ATL,DB,DB,0,ACT,Ray Easterling,Charles,Easterling,1949-09-03,72,195,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xed88upylnjyysivahc4",,,,,,
1973,ATL,DB,SAF,0,ACT,Clarence Ellis,Clarence,Ellis,1950-02-11,71,193,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ynrrgpxsbqpqzevm5bwk",,,,,,
1973,ATL,DB,CB,0,ACT,Tom Hayes,Thomas,Hayes,1946-04-18,73,199,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zsernobtkkoidh7q2fhh",,,,,,
1973,ATL,DB,DB,0,ACT,Rolland Lawrence,Rolland,Lawrence,1951-03-24,70,179,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j0xnfzbf0paqvoouoexp",,,,,,
1973,ATL,DB,DB,0,ACT,Tony Plummer,Tony,Plummer,1947-01-21,71,188,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nffbyopeqcxtvhpozsx5",,,,,,
1973,ATL,DB,CB,0,ACT,Ken Reaves,Kenneth,Reaves,1944-10-29,75,210,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ohhodoxehgijbynw8fue",,,,,,
1973,ATL,DL,DE,0,ACT,Claude Humphrey,Claude,Humphrey,1944-06-29,76,252,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aua8wjgrmqalkqwvupeb",,,,,,
1973,ATL,DL,DT,0,ACT,Mike Lewis,Michael,Lewis,1949-07-14,76,261,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ynl9hq4ynij1nmgxg3u9",,,,,,
1973,ATL,DL,DT,0,ACT,Rosie Manning,Roosevelt,Manning,1950-05-31,77,256,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zzxvusirrc3r6ypfbewa",,,,,,
1973,ATL,DL,DE,0,ACT,Greg Marx,Gregory,Marx,1950-07-18,76,260,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i4rspsqmwcuq2twgp98d",,,,,,
1973,ATL,DL,DT,0,ACT,Mike Tilleman,Michael,Tilleman,1944-03-30,79,272,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z838kbxuzyfkbzcfqqx6",,,,,,
1973,ATL,DL,DT,0,ACT,Chuck Walker,Charles,Walker,1941-08-10,75,250,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rvtdcnz4xj7tullwglct",,,,,,
1973,ATL,DL,DE,0,ACT,John Zook,John,Zook,1947-09-24,76,243,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tar43dhst5pes4lvpoez",,,,,,
1973,ATL,K,K,0,ACT,Nick Mike-Mayer,Nicholas,Mike-Mayer,1950-03-01,68,186,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w4dxdw01xuodwbnqyhnz",,,,,,
1973,ATL,LB,LB,0,ACT,Duane Benson,Dean,Benson,1945-08-05,74,215,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dvknqe2kafjvocdix09b",,,,,,
1973,ATL,LB,OLB,0,ACT,Greg Brezina,Gregory,Brezina,1946-01-07,72,226,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kzx3egf0gxinh8u52yra",,,,,,
1973,ATL,LB,OLB,0,ACT,Don Hansen,Donald,Hansen,1944-08-20,74,235,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wsh894yhincb6fwylu56",,,,,,
1973,ATL,LB,LB,0,ACT,Ken Mitchell,Kenneth,Mitchell,1948-11-14,74,195,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xhm8iyewjh4jyzrst8da",,,,,,
1973,ATL,LB,MLB,0,ACT,Tommy Nobis,Thomas,Nobis,1943-09-20,74,240,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a0mc3dujiz40oyvexe5m",,,,,,
1973,ATL,LB,LB,0,ACT,Lonnie Warwick,Lonnie,Warwick,1942-02-26,75,238,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mwsuexblhmjlqn10ydhh",,,,,,
1973,ATL,OL,OT,0,ACT,Nick Bebout,Nicholas,Bebout,1951-05-05,77,247,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kvcsqguhvheqdfpv9bil",,,,,,
1973,ATL,OL,C,0,ACT,Ted Fritsch,Theodore,Fritsch,1950-08-26,74,239,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mmwtw9ar6fipcrzupdlu",,,,,,
1973,ATL,OL,G,0,TRD,Frank Gallagher,Francis,Gallagher,1943-03-02,74,245,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/olsvqgecrgw95oaqouqe",,,,,,
1973,ATL,OL,OT,0,ACT,Len Gotshalk,Leonard,Gotshalk,1949-10-21,76,259,,,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cxqtw2t6jmd6koew9gli",,,,,,
