season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
2001,TB,RB,RB,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,73,227,,00-0000007,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,,,
2001,TB,DB,CB,21,ACT,Donnie Abraham,Nathaniel,Abraham,1973-10-08,70,192,,00-0000017,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kfyq9ztqmw3snrsqogv5",ABR073258,,32004142-5207-3258-ebd3-814f82d39c58,,,
2001,NO,OL,G,69,ACT,Tom Ackerman,Thomas,Ackerman,1972-09-06,75,296,,00-0000032,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s7tpjn4fly0ulwp8mx5l",ACK425040,,32004143-4b42-5040-5e4c-ffc2696ade34,,,
2001,DAL,OL,OT,76,ACT,Flozell Adams,Flozell,Adams,1975-05-18,79,335,,00-0000045,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvzbhead7hjhqpcbilgc",ADA280969,,32004144-4128-0969-9390-de3ae33872eb,,,
2001,BAL,DL,DT,95,ACT,Sam Adams,Samuel,Adams,1973-06-13,75,330,,00-0000065,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pqwbc18lkp6evgok8768",ADA571656,,32004144-4157-1656-c9b5-9681a9711d63,,,
2001,STL,DL,DE,72,ACT,Chidi Ahanotu,Chidi,Ahanotu,1970-10-11,74,285,,00-0000100,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/thwne3sb40hjqqzt4zb6",AHA444955,,32004148-4144-4955-af48-b12bdd5df580,,,
2001,PHI,SPEC,K,2,ACT,David Akers,David,Akers,1974-12-09,70,200,,00-0000108,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/emsxaumip79uaj7bq8jd",AKE551610,,3200414b-4555-1610-e0e6-a72c82e419e7,,,
2001,GB,DB,DB,31,TRC,Chris Akins,Christopher,Akins,1976-11-29,71,195,,00-0000112,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcifgxovvzwquadiwpfl",AKI494748,,3200414b-4949-4748-fbb5-c27cf4001916,,,
2001,CLE,DB,DB,36,ACT,Chris Akins,Christopher,Akins,1976-11-29,71,195,,00-0000112,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcifgxovvzwquadiwpfl",AKI494748,,3200414b-4949-4748-fbb5-c27cf4001916,,,
2001,WAS,OL,G,77,ACT,Ethan Albright,Lawrence,Albright,1971-05-01,77,268,,00-0000121,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lip7eu79zah64gpusebf",ALB637766,,3200414c-4263-7766-3ff2-577dbeb62e1c,,,
2001,DET,LB,OLB,55,ACT,Allen Aldridge,Allen,Aldridge,1972-05-30,73,254,,00-0000129,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kjcyugvjpsg5ibggtf8p",ALD410038,,3200414c-4441-0038-7402-f94793534c4f,,,
2001,PIT,DB,FS,27,ACT,Brent Alexander,Brent,Alexander,1971-07-10,71,200,,00-0000136,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sgkwt2povfpzrplzya5j",ALE082928,,3200414c-4508-2928-109e-95e453eee0a5,,,
2001,KC,WR,WR,82,ACT,Derrick Alexander,Derrick,Alexander,1971-11-06,74,206,,00-0000145,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kghksofxi1gzyke5cexb",ALE225855,,3200414c-4522-5855-9980-3975fad013b4,,,
2001,OAK,LB,OLB,58,ACT,Elijah Alexander,Elijah,Alexander,1970-08-02,74,235,,00-0000147,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uv7v9mxsjduc8ukc3fys",ALE233141,,3200414c-4523-3141-8850-f8f4040dd6e5,,,
2001,WAS,TE,TE,80,RES,Stephen Alexander,Stephen,Alexander,1975-11-07,76,246,,00-0000166,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wrje2v8zbq12dnsmygu6",ALE622924,,3200414c-4562-2924-6d5f-9e076172d6cc,,,
2001,OAK,DB,CB,21,ACT,Eric Allen,Eric,Allen,1965-11-22,70,190,,00-0000204,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oqz1nvdgdybojfpjpsrf",ALL270410,,3200414c-4c27-0410-2fbb-56a9caa3060e,,,
2001,CHI,RB,RB,20,ACT,James Allen,James,Allen,1975-03-28,70,215,,00-0000210,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tw4x6i01gorfsuoommkb",ALL436745,,3200414c-4c43-6745-6a07-948d378a104e,,,
2001,DAL,OL,G,73,ACT,Larry Allen,Larry,Allen,1971-11-27,75,326,,00-0000217,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o51021fppnwxvlql9jly",ALL550477,,3200414c-4c55-0477-1895-f6e8a902378c,,,
2001,KC,DB,DB,26,ACT,Taje Allen,Taje,Allen,1973-11-06,71,183,,00-0000231,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/govf8l5sv3tu3tizeojx",ALL645442,,3200414c-4c64-5442-210b-a214f893a077,,,
2001,BAL,RB,RB,29,ACT,Terry Allen,Terry,Allen,1968-02-21,71,208,,00-0000232,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w0seugiirpz4gikftv38",ALL647052,,3200414c-4c64-7052-fe79-2e294d897a78,,,
2001,KC,OL,G,69,ACT,Victor Allotey,Victor,Allotey,1975-04-08,75,320,,00-0000240,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ctwmrjdg0ev1lqvdjn8w",ALL797433,,3200414c-4c79-7433-f308-22be00c045ee,,,
2001,TB,RB,FB,40,ACT,Mike Alstott,Michael,Alstott,1973-12-21,73,248,,00-0000251,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/loxctvxuynoipeaduqsc",ALS635685,,3200414c-5363-5685-9704-40e67186e91f,,,
2001,ATL,DB,CB,33,ACT,Ashley Ambrose,Ashley,Ambrose,1970-09-17,70,187,,00-0000261,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hqodozwzdkzcq0tgciic",AMB266360,,3200414d-4226-6360-2f78-64b66a144f6d,,,
2001,NYG,SPEC,K,8,ACT,Morten Andersen,Morten,Andersen,1960-08-19,74,222,,00-0000282,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nk87h6cjuij14iofd5ix",AND020258,,3200414e-4402-0258-af5e-f904d4733d82,,,
2001,MIN,SPEC,K,1,ACT,Gary Anderson,Gary,Anderson,1959-07-16,71,193,,00-0000313,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fofzz3dwrg1vr2drmoak",AND273108,,3200414e-4427-3108-1809-a396fee76085,,,
2001,ATL,RB,RB,32,RES,Jamal Anderson,Jamal,Anderson,1972-09-30,71,237,,00-0000316,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/faws2enuknhawnowkns0",AND291208,,3200414e-4429-1208-c593-c1b93944ea3b,,,
