season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
1983,BAL,SPEC,K,0,ACT,Raul Allegre,Raul,Allegre,1959-06-15,69,165,,00-0000179,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tju3yges90ubourcleuo",ALL038630,,3200414c-4c03-8630-71a2-3875071b0f3e,,,
1983,RAI,RB,RB,0,ACT,Marcus Allen,Marcus,Allen,1960-03-26,74,205,,00-0000220,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wy664ewj5sglsncnjakr",ALL598765,,3200414c-4c59-8765-9d33-196f8c26460c,,,
1983,NO,SPEC,K,0,ACT,Morten Andersen,Morten,Andersen,1960-08-19,74,190,,00-0000282,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nk87h6cjuij14iofd5ix",AND020258,,3200414e-4402-0258-af5e-f904d4733d82,,,
1983,PIT,SPEC,K,0,ACT,Gary Anderson,Gary,Anderson,1959-07-16,71,156,,00-0000313,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fofzz3dwrg1vr2drmoak",AND273108,,3200414e-4427-3108-1809-a396fee76085,,,
1983,STL,RB,RB,0,ACT,Ottis Anderson,Ottis,Anderson,1957-01-19,74,220,,00-0000335,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwluez9civsa4xcuqskm",AND395031,,3200414e-4439-5031-7953-cd25409c072e,,,
1983,NYG,OL,G,0,ACT,Billy Ard,William,Ard,1959-03-12,75,250,,00-0000410,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xaqniielzq1gcdxpcwzh",ARD276861,,32004152-4427-6861-ec83-f084792fea69,,,
1983,KC,SPEC,P,0,ACT,Jim Arnold,James,Arnold,1961-01-31,74,216,,00-0000447,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x9o6ovudmtr8yioupxgv",ARN484505,,32004152-4e48-4505-f303-b808632ddd52,,,
1983,CLE,OL,C,0,ACT,Mike Baab,Michael,Baab,1959-12-06,76,270,,00-0000561,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vkbjwpponyvajqinzxyr",BAA276861,,32004241-4127-6861-91a0-37071a842bac,,,
1983,CLE,SPEC,K,0,ACT,Matt Bahr,Matthew,Bahr,1956-07-06,70,165,,00-0000581,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pukxu8ic9up4to0zdbtv",BAH692150,,32004241-4869-2150-32d7-0e550f8925dc,,,
1983,SEA,OL,G,0,ACT,Edwin Bailey,Edwin,Bailey,1959-05-15,76,265,,00-0000591,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hepj17eqasihwxvsm2xo",BAI242249,,32004241-4924-2249-5570-c09135d26002,,,
