season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2009,DAL,T,,76,ACT,Flozell Adams,Flozell,Adams,1975-05-18,79,340,,00-0000045,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvzbhead7hjhqpcbilgc",,19,DIV,A01,Flozell,ADA280969,,32004144-4128-0969-9390-de3ae33872eb,1998,1998,DAL,38
2009,PHI,K,,2,ACT,David Akers,David,Akers,1974-12-09,70,200,,00-0000108,,,,,,,,,12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/emsxaumip79uaj7bq8jd",,18,WC,A01,David,AKE551610,,3200414b-4555-1610-e0e6-a72c82e419e7,1997,1997,,
2009,WAS,LS,,67,ACT,Ethan Albright,Lawrence,Albright,1971-05-01,77,248,,00-0000121,,,,,,,,,15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lip7eu79zah64gpusebf",,17,REG,A01,Ethan,ALB637766,,3200414c-4263-7766-3ff2-577dbeb62e1c,1994,1994,,
2009,BLT,ILB,,51,RES,Brendon Ayanbadejo,Brendon,Ayanbadejo,1976-09-06,73,225,,00-0000551,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xyeqlkvkt7b5ygv8lrwn",,4,REG,A01,Brendon,AYA436705,,32004159-4143-6705-e019-7daf37d2f1af,1999,1999,,
2009,DEN,CB,,24,ACT,Champ Bailey,Roland,Bailey,1978-06-22,72,192,,00-0000585,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nxtpe8xo54kxbkyabih6",,17,REG,A01,Champ,BAI582194,,32004241-4958-2194-25da-8624608fa14d,1999,1999,WAS,7
2009,TB,CB,,20,ACT,Ronde Barber,Ronde,Barber,1975-04-07,70,184,,00-0000741,,,,,,,,,12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ye1pozwxxdxdvfvtsl0z",,17,REG,A01,Ronde,BAR048197,,32004241-5204-8197-3361-5bb631aa79ce,1997,1997,TB,66
2009,CLV,ILB,,50,RES,Eric Barton,Eric,Barton,1977-09-29,75,245,,00-0000846,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n1mcqe2q9khdadl7k77f",,9,REG,A01,Eric,BAR766216,,32004241-5276-6216-1360-96908316eed6,1999,1999,OAK,146
2009,PIT,QB,,16,ACT,Charlie Batch,Charles,Batch,1974-12-05,74,216,,00-0000865,1490,a725e7c5-86df-4b5b-abe0-71b809be988d,,945,367,BatcCh00,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/isysgvqm3qaxybeyhece",,17,REG,I02,Charlie,BAT039161,,32004241-5403-9161-d21e-19cbefc1c6b0,1998,1998,DET,60
2009,DEN,P,,17,ACT,Mitch Berger,Mitch,Berger,1972-06-24,76,228,,00-0001157,,,,,,,,,15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mqdccgnykzgp26fl4uuj",,17,REG,A01,Mitch,BER067954,,32004245-5206-7954-a418-6fe295037024,1994,1994,PHI,193
2009,ARZ,OLB,,92,ACT,Bert Berry,Bert,Berry,1975-08-15,75,254,,00-0001176,,,,,,,,,12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/el1qocj9wnctldzgnjlz",,19,DIV,A01,Bert,BER460580,,32004245-5246-0580-29ff-02a4f4deff74,1997,1997,IND,86
2009,SD,LS,,50,ACT,David Binn,David,Binn,1972-02-06,75,228,,00-0001255,,,,,,,,,15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcviqx4jjjh4lgwyyndp",,19,DIV,A01,David,BIN713776,,32004249-4e71-3776-b6ac-6d094eb67190,1994,1994,,
2009,BLT,C,,77,ACT,Matt Birk,Matt,Birk,1976-07-23,76,309,,00-0001263,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/syn6ymqyg85njramfyq3",,19,DIV,A01,Matt,BIR643699,,32004249-5264-3699-ceca-a4c2ac765bda,1998,1998,MIN,173
2009,SF,CB,,31,ACT,Dre' Bly,Donald,Bly,1977-05-22,70,188,,00-0001388,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jdsukqvy9fd9upgypnuh",,17,REG,A01,Dre',BLY069214,,3200424c-5906-9214-bae7-5b0bacddd7e4,1999,1999,SL,41
2009,ATL,WR,,80,ACT,Marty Booker,Marty,Booker,1976-07-31,72,205,,00-0001477,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/thzjn3ut9gpwnac9zrwx",,17,REG,A01,Marty,BOO033965,,3200424f-4f03-3965-c6e4-7a66e7da27ec,1999,1999,CHI,78
2009,CLV,OLB,,96,ACT,David Bowens,David,Bowens,1977-07-03,75,265,,00-0001563,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iextaifd6jvbebrxydjp",,17,REG,A01,David,BOW130962,,3200424f-5713-0962-dbff-4624a7d64c95,1999,1999,DEN,158
2009,DAL,ILB,,51,ACT,Keith Brooking,Howard,Brooking,1975-10-30,74,241,,00-0001820,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mpkiqtbe16s0palpf99k",,19,DIV,A01,Keith,BRO110262,,32004252-4f11-0262-5c9b-155d9afa1814,1998,1998,ATL,12
2009,HST,K,,3,ACT,Kris Brown,Kristopher,Brown,1976-12-23,71,212,,00-0001980,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/klxeixm8x8hcbs42ql5a",,17,REG,A01,Kris,BRO521985,,32004252-4f52-1985-bb20-5663ab81e524,1999,1999,PIT,228
2009,SF,WR,,88,ACT,Isaac Bruce,Isaac,Bruce,1972-11-10,72,188,,00-0002099,,,,,,,,,15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/txgl2lvmyu3m28cltnib",,17,REG,A01,Isaac,BRU085284,,32004252-5508-5284-f394-5e776b7d5d81,1994,1994,LA,33
2009,NO,QB,,11,ACT,Mark Brunell,Mark,Brunell,1970-09-17,73,217,,00-0002110,,,,,,,,,16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p91vbvdb7ik4fcjuo7ym",,21,SB,A01,Mark,BRU575022,,32004252-5557-5022-ece0-cf2096eec69e,1993,1993,GB,118
2009,NO,K,,3,CUT,John Carney,John,Carney,1964-04-20,71,185,,00-0002655,,,,,,,,,22,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vayogcgph7k6j3uhza5d",,15,REG,I01,John,CAR243867,,32004341-5224-3867-1223-418051f03b99,1987,1987,,
2009,CHI,TE,,88,ACT,Desmond Clark,Desmond,Clark,1977-04-20,75,249,,00-0003035,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g9lsnunxeacqezoeq7pk",,17,REG,A01,Desmond,CLA258726,,3200434c-4125-8726-589f-5947dcb0262a,1999,1999,DEN,179
2009,TEN,QB,,5,ACT,Kerry Collins,Kerry,Collins,1972-12-30,77,245,,00-0003292,,,,,,,,,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jse9o88qf7weuicc1wwz",,17,REG,A01,Kerry,COL620367,,3200434f-4c62-0367-e9e9-6254a27bef4a,1995,1995,CAR,5
2009,WAS,QB,,15,ACT,Todd Collins,Todd,Collins,1971-11-05,76,223,,00-0003315,,,,,,,,,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vggpgpp9tb4aoeejafze",,17,REG,A01,Todd,COL694708,,3200434f-4c69-4708-19c1-34a28c98e006,1995,1995,BUF,45
2009,DET,QB,,11,ACT,Daunte Culpepper,Daunte,Culpepper,1977-01-28,76,260,,00-0003739,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vmvl5xojgtwm6jadhy7l",,17,REG,A01,Daunte,CUL586056,,32004355-4c58-6056-a454-cb19b95e8f55,1999,1999,MIN,11
2009,WAS,DE,,93,ACT,Phillip Daniels,Phillip,Daniels,1973-03-04,78,305,,00-0003874,,,,,,,,,13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/djld5mlcobtb0bir5snd",,17,REG,A01,Phillip,DAN576866,,32004441-4e57-6866-1904-975edd71bea6,1996,1996,SEA,99
2009,DET,NT,,91,CUT,Chuck Darby,Chatric,Darby,1975-10-22,72,302,,00-0003888,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vtjgb4x6zwx2nxaynqdd",,5,REG,A01,Chuck,DAR122891,,32004441-5212-2891-da22-f86ef7da25e1,1998,1998,,
