season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
1978,OAK,K,K,0,ACT,Jim Breech,James,Breech,1956-04-11,66,161,,00-0001720,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k26e5izxjzhmdmi7obsh",BRE109285,,32004252-4510-9285-81fa-9ab96d65cd8e,,,
1978,CIN,OL,C,0,ACT,Blair Bush,Blair,Bush,1956-11-25,75,252,,00-0002371,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rlzuovayivyvxakwny4o",BUS195428,,32004255-5319-5428-5178-f53ab41dbd19,,,
1978,NE,QB,QB,0,ACT,Matt Cavanaugh,Matthew,Cavanaugh,1956-10-27,74,212,,00-0002828,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bl3tbkdqwye0kvjp7dwm",CAV237308,,32004341-5623-7308-8f31-6a55dccc6d20,,,
1978,PHI,DL,NT,0,ACT,Ken Clarke,Kenneth,Clarke,1956-08-28,74,255,,00-0003079,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nfijye5dqqknvvee2mty",CLA637362,,3200434c-4163-7362-ff09-200ea80be5cd,,,
1978,NE,DB,CB,0,ACT,Raymond Clayborn,Raymond,Clayborn,1955-01-02,72,186,,00-0003094,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofbl6y9im1gojwmtoptv",CLA772560,,3200434c-4177-2560-2161-063befb14937,,,
1978,SF,QB,QB,0,ACT,Steve DeBerg,Steven,DeBerg,1954-01-19,75,205,,00-0004116,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v07li1l2otq0hlqdeymd",DEB207645,,32004445-4220-7645-fc89-f371e46a2eb0,,,
1978,CHI,QB,QB,0,ACT,Vince Evans,Vincent,Evans,1955-06-14,74,212,,00-0005010,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zfacengwqw596mxqdxgf",EVA800901,,32004556-4180-0901-3e5b-05d0584bc156,,,
1978,GB,DL,DE,0,ACT,Ezra Johnson,Ezra,Johnson,1955-10-02,76,240,,00-0008503,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ty6aqagxbvs0wixkbnup",JOH242850,,32004a4f-4824-2850-2dd6-2dfe91183e01,,,
1978,ATL,OL,OT,0,ACT,Mike Kenn,Michael,Kenn,1956-02-09,79,257,,00-0009142,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sq5lyi1fhy0qvm0h65ci",KEN166115,,32004b45-4e16-6115-cf39-139193de1f91,,,
1978,NYJ,K,K,0,ACT,Pat Leahy,Patrick,Leahy,1951-03-19,72,189,,00-0009716,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jfnzyh66eospcquio1nq",LEA363377,,32004c45-4136-3377-2de6-ed68209b7976,,,
