season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2012,SF,K,,2,ACT,David Akers,David,Akers,1974-12-09,70,200,,00-0000108,,,,,,,,,15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/emsxaumip79uaj7bq8jd",,21,SB,A01,David,AKE551610,,3200414b-4555-1610-e0e6-a72c82e419e7,1997,1997,,
2012,BLT,ILB,,51,ACT,Brendon Ayanbadejo,Brendon,Ayanbadejo,1976-09-06,73,225,,00-0000551,,,,,,,,,13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xyeqlkvkt7b5ygv8lrwn",,21,SB,A01,Brendon,AYA436705,,32004159-4143-6705-e019-7daf37d2f1af,1999,1999,,
2012,DEN,CB,,24,ACT,Champ Bailey,Roland,Bailey,1978-06-22,72,192,,00-0000585,,,,,,,,,13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nxtpe8xo54kxbkyabih6",,19,DIV,A01,Champ,BAI582194,,32004241-4958-2194-25da-8624608fa14d,1999,1999,WAS,7
2012,TB,FS,,20,ACT,Ronde Barber,Ronde,Barber,1975-04-07,70,184,,00-0000741,,,,,,,,,15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ye1pozwxxdxdvfvtsl0z",,17,REG,A01,Ronde,BAR048197,,32004241-5204-8197-3361-5bb631aa79ce,1997,1997,TB,66
2012,PIT,QB,,16,ACT,Charlie Batch,Charles,Batch,1974-12-05,74,216,,00-0000865,1490,a725e7c5-86df-4b5b-abe0-71b809be988d,,945,367,BatcCh00,,,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/isysgvqm3qaxybeyhece",,17,REG,A01,Charlie,BAT039161,,32004241-5403-9161-d21e-19cbefc1c6b0,1998,1998,DET,60
2012,BLT,C,,77,ACT,Matt Birk,Matt,Birk,1976-07-23,76,310,,00-0001263,,,,,,,,,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/syn6ymqyg85njramfyq3",,21,SB,A01,Matt,BIR643699,,32004249-5264-3699-ceca-a4c2ac765bda,1998,1998,MIN,173
2012,DEN,OLB,,57,ACT,Keith Brooking,Howard,Brooking,1975-10-30,74,240,,00-0001820,,,,,,,,,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mpkiqtbe16s0palpf99k",,19,DIV,A01,Keith,BRO110262,,32004252-4f11-0262-5c9b-155d9afa1814,1998,1998,ATL,12
2012,CLV,K,,4,ACT,Phil Dawson,Philip,Dawson,1975-01-23,71,200,Texas,00-0004091,1440,e5247e5f-c4af-4a9b-8c7c-da75ef7fbf8d,4269,994,422,,5714,229,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dypn7kf7fsaz30ey0ayc",,17,REG,A01,Phil,DAW705989,23860,32004441-5770-5989-ac23-bf6cdafcb988,1998,1998,,
2012,GB,WR,,80,ACT,Donald Driver,Donald,Driver,1975-02-02,72,194,,00-0004541,1966,25b678cc-e81b-46b2-8fd7-34d78441a922,,1450,533,DrivDo00,,,13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/meghf1spsre8cqmyobo7",,19,DIV,A01,Donald,DRI611685,,32004452-4961-1685-1588-a156d3654c00,1999,1999,GB,213
2012,WAS,ILB,,59,ACT,London Fletcher,London,Fletcher,1975-05-19,70,248,,00-0005322,,,,,,,,,14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l2wnk9teqefwcsap4np0",,18,WC,A01,London,FLE665780,,3200464c-4566-5780-2985-0ae52863117a,1998,1998,,
